,date_only,sentiment_score,daily_return
0,2020-06-02,0.2202,0.21575647101554907
1,2020-06-08,0.16866666666666666,-1.2892350911945738
2,2020-06-09,0.7296,2.737072270856089
3,2020-06-10,0.2432,3.5457688844076074
